tmdbId,title,overview,tagline,genres,runtime,release_date,language,vote_average,vote_count,popularity,cast,crew,keywords,reviews
9570.0,The Black Hole,"The explorer craft USS Palomino is returning to Earth after a fruitless 18-month search for extra-terrestrial life when the crew comes upon a supposedly lost ship, the USS Cygnus, hovering near a black hole. The ship is controlled by Dr. Hans Reinhardt and his monstrous robot companion, but the initial wonderment and awe the Palomino crew feel for the ship and its resistance to the power of the black hole turn to horror as they uncover Reinhardt's plans.",A journey that begins where everything ends!,"Adventure, Science Fiction, Action",98,1979-12-18,en,5.8,512,1.6477,"Maximilian Schell, Anthony Perkins, Robert Forster, Joseph Bottoms, Yvette Mimieux",Gary Nelson,"space marine, killer robot, space travel, ghost ship, black hole, zombie, robot, deep space","A little like the ""Godi"" in ""Island at the Top of the World"" I vividly recall the first time that I set eyes on ""Maximilian"" the menacing robot in this far darker Disney film from 1979. The ""Palomino"" discovers the long lost ""Cygnus"" on the precipice of a black hole and they board her. Once there, they discover that the captain - an excellently eerie Maximilian Schell (""Reinhardt"") and our aforementioned robot are determined to take their ship through the spatial anomaly. Soon, though, our visitors discover there is something far more sinister going on and it becomes a test of wits as they and their own - rather more friendly - robots try to escape in one piece. It is not a film seen too often nowadays which is a shame; it shows that back then, Disney could on occasion do more ""adult"" films with good SFX, a decent, intelligent, script and a cast - including Anthony Perkins, Joseph Bottoms, Ernest Borgnine with something to get their teeth into and Roddy McDowell has good fun as the wise-cracking, laser-toting hover-bot ""V. I. N. cent"""
9835.0,Jane Austen's Mafia!,Takeoff on the Godfather with the son of a mafia king taking over for his dying father.,See it early. Avoid the mob.,"Comedy, Crime",84,1998-07-24,en,5.475,197,1.4542,"Jay Mohr, Billy Burke, Christina Applegate, Pamela Gidley, Olympia Dukakis",Jim Abrahams,"escape, italy, gangster, postman, mafia, emigrant",
20173.0,The Barefoot Executive,"In the great Disney tradition of wild family fun, a young Kurt Russell stars as Steven Post - an ambitious mailroom clerk at a second-rate TV network. With his eye on the boardroom, and getting nowhere with the studio's top dog, he makes a career-changing discovery. His girlfriend's lovable pet chimp can pick a hit show every time! His secret for success turns into a madcap monkey business when he makes vice president and jealous rivals want in on the act. Ride along with narrow escapes and a classic cast featuring Joe Flynn and Harry Morgan in a comedic climb up the corporate ladder that will leave you howling for more!",The Secret To Success Is Pure Monkey Business,"Comedy, Family",96,1971-03-17,en,5.549,41,0.3858,"Kurt Russell, Joe Flynn, Harry Morgan, Wally Cox, Heather North",Robert Butler,,"A film that deteriorates as it goes on.

<em>'The Barefoot Executive'</em> begins in entertaining fashion, as it sets up the plot with Steven (Kurt Russell) and chimp Raffles. It's all enjoyable enough, it's a cool and amusing concept. The first act is good.

However, after a middling middle act it then produces a relatively terrible third act - with unnecessary focus put on the characters of Joe Flynn (Francis) and Wally Cox (Mertons). They definitely didn't know how to end this, the final lot of scenes are so pointless and predictable. That's a shame, as the opening chunk of the film is more than up to scratch.

Russell gives another acceptable performance, Flynn is actually pretty solid when his character isn't shoehorned upfront. Heather North is alright as Jennifer, if a little plain. The chimp is as cute as you'd expect.

It looked like a film that I would thoroughly like at first, sadly it got comparatively worse as it went on. I would still say it's better than a lot of other works from Disney, it just could've/should've been greater."
857.0,Saving Private Ryan,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",The mission is a man.,"Drama, History, War",169,1998-07-24,en,8.218,16394,14.0607,"Tom Hanks, Tom Sizemore, Edward Burns, Barry Pepper, Adam Goldberg","Steven Spielberg, Robert Rodat","dying and death, epic, self sacrifice, bravery, world war ii, duty, normandy, france, troops, waffen ss, omaha beach, rescue mission, cowardice, us army, based on true story, d-day, military, german soldier, military operation, 1940s, bloody deaths, u.s. army soldier, u.s. army ranger, massive casualties","Great WWII war action in France, but too much of the drama is weak

RELEASED IN 1998 and directed by Steven Spielberg, ""Saving Private Ryan"" (SPR) is about the Normandy invasion and its immediate aftermath from June 6-16, 1944. The focus is on a Captain (Tom Hanks) and his men who are commissioned to find a paratrooper (Matt Damon) whose brothers have been killed in action.

No one's supposed to say anything bad about SPR. To do so is considered sacrilege, but I have to be honest about what I like and don't like about Spielberg's popular WWII war flick. The initial beach landing (shot at Curracloe Beach, Ballinesker, Ireland) is outstanding, as is the closing half-hour battle at the crumbling village of Ramelle.

In between these two great bookends are a few quality sequences, but I didn't find a lot of the drama all that engaging or convincing. The cast is notable (also including Tom Sizemore, Barry Pepper, Edward Burns, Giovanni Ribisi, Jeremy Davies, Vin Diesel, et al.), but the characters never struck me as real for the most part. I've seen the film three times and each time I was too often conscious of the fact that I was watching actors portraying WWII characters in a movie. When you see a truly great picture, by contrast, you completely forget you're watching a movie, e.g. the original ""Apocalypse Now"" (1979).

Moreover, too many of the situations in SPR, including the dialogue, simply struck me as unreal or annoyingly treacly. Exhibit A is the moronic dog-tag sequence, which was supposed to be emotionally stirring but just made me roll my eyes. But, like I said, no one can criticize SPR and get away with it, even if the criticism is legitimate. It's like you'll be accused of being un-American or something, which is far from the case with me since I love America; I just can't stand the corrupt government & politicians, particularly the loony DemonKKKraps.

In light of my criticisms, I simply don't get why so many praise SPR as ""the greatest war movie ever made."" Again, the opening and ending battle sequences are great but the dubious dramatics leave quite a bit to be desired.

I've heard SPR hailed on the grounds that much of it was taken ""verbatim from first-hand, eye-witness accounts of the real Normandy invasion."" I'll take their word for it, but this isn't what I object to. I object to the contrived, sappy, questionable way Spielberg depicted the dramatics and the fact that I was unable to buy the characters as real. The aforementioned dog-tag sequence is just one example, others include the French father’s stupefying actions and the forced fight at the radar station and how it’s resolved (ooh, the Captain’s a high school teacher, whoopee).

Nevertheless, there IS a lot of good in SPR that makes it worth viewing. You can’t beat the battle sequences, the cast and the convincing WWII visuals throughout.

THE MOVIE RUNS 2 hours, 49 minutes and was shot in Ireland, England and France. WRITER: Robert Rodat.

GRADE: C+/B- || This movie should be known for changing Historical War Dramas as we know them. It was the first to accurately depict the carnage of war, and changed the direction of this genre of movies for all time. The initial D-Day scene was fantastic. Afterwards, Tom Hanks is ordered to chose a team of his men and look for James MacGuffin Ryan from Iowa. In order to achieve this goal, Hanks takes us across the entire back drop of world war 2, all the while making us ask, is all this worth  just one man?

Honestly it's a must watch and is on my ""Difinitive Movie List"" || I watched this movie during a project at school. Saving Private Ryan was a beautiful and, above all, realistic film. The film presented in a realistic way how the war went then. Most of the film was set in Europe in 1944. The story is that American soldiers are being sent to Europe to fight against the Germans. The American boy James Francis Ryan is sent to Europe with his brothers as a soldier. After the invasion of Normandy it appears that all his other brothers have already died and he is the only one left. That is why corporal Miller is instructed to look for him and return him home.
The main actors who play in the film are Tom Hanks who plays corporal Miller and Matt Damon who plays the soldier Ryan. You also have all the soldiers in the group of corporal Miller. I think the characters in the film are very well thought out because they contain characters that are very brave, but also characters who have a hard time in the war. With this they show that not every soldier was as heroic as everyone thought.
The film was made on a set that I thought looked very realistic. In the background you saw the buildings that were about to collapse and the shots. I also really liked the sound that came with the film. For example, when a tank arrived, you heard that it was slowly approaching."
10957.0,The Black Cauldron,"Taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. However, he has to put the daydreaming aside when his charge, an oracular pig named Hen Wen, is kidnapped by an evil lord known as the Horned King. The villain hopes Hen will show him the way to The Black Cauldron, which has the power to create a giant army of unstoppable soldiers.",Hidden by darkness. Guarded by witches. Discovered by a boy. Stolen by a king. Whoever owns it will rule the world. Or destroy it.,"Animation, Adventure, Family, Fantasy",80,1985-07-24,en,6.419,1371,2.553,"Grant Bardsley, Susan Sheridan, John Byner, Nigel Hawthorne, John Hurt","Ted Berman, Richard Rich","witch, based on novel or book, pig, magic, sword, fairy, villain, dragon, fantasy world, cauldron, evil ruler, mystical quest, teenage protagonist",
16249.0,Blackbeard's Ghost,"The eponymous wraith returns to Earth to aid his descendant, elderly Emily Stowecroft. The villains want to kick Emily and her friends out of their group home so that they can build a crooked casino. Good guy Steve Walker gets caught in the middle of the squabble after evoking Blackbeard's ghost.",He's out'a sight...literally!,"Comedy, Fantasy, Family",106,1968-02-08,en,6.7,149,0.9597,"Peter Ustinov, Dean Jones, Suzanne Pleshette, Elsa Lanchester, Richard Deacon",Robert Stevenson,"witch, gambling, american football coach, auction, coach, pirate, new england, ghost, seaside town, blackbeard","Is this good or bad? I'm genuinely not even sure, but it's hard to doubt that it does suitably entertain.

It constantly hops between cringe/chucklesome and overacted/finely acted. The plot is mindless and impossible to take seriously, though the shenanigans that occur are mostly amusing. It would be a lot worse off without the likeable leads, that's for certain.

Peter Ustinov brings fun as Blackbeard, sometimes his acting is a little too over the top for my personal liking but he has more funny moments than lame ones. He and Dean Jones (Steve) join up well enough, as does Jones with Suzanne Pleshette (Jo Anne) - as already seen two years prior in <em>'The Ugly Dachshund'</em>.

Not what I had expected, I come away probably wanting something different from <em>'Blackbeard's Ghost'</em>. However, there is humour in there that's just about enjoyable. || Dean Jones (""Steve Walker"") arrives at Godolphin College to take charge of their pretty shocking track team. They put him up at ""Blackbeard's Inn"" where he encounters the Daughters of The Buccaneers - allegedly descendants of ""Blackbeard"" and his crew. Their inn is about to be torn down and replaced by a casino by an unscrupulous gangster so the ladies have an auction to try to raise the funds they need to stop this development. ""Walker"" ends up in possession of an antique bedpan that contains a parchment with a spell that he, rather stupidly as it turns out, reads aloud.... enter the ghost of ""Blackbeard"" (Peter Ustinov) who is cursed to remain in limbo until he does something nice for someone - the gauntlet has been laid down... This is a fun fantasy adventure; Ustinov is great as the mischievous and recalcitrant ghost having quite a good time with all the people and mod cons of 1960s America - especially as only Jones can see him. It's a bit slapstick at times, and pretty uncomplicated - so don't expect your grey matter to be unduly taxed; it's just best to let the talent wash over you and smile occasionally at the really pretty basic, but acceptable, SFX."
14612.0,Candleshoe,"When ex-con artist Harry claims that a secret treasure is hidden inside Candleshoe, an English estate, he creates an elaborate plan to find and steal the prize. By convincing a girl named Casey to impersonate the estate owner's long-lost granddaughter, Harry hopes to uncover the treasure's location. But when Casey has a change of heart, she must follow the clues and find the treasure, in order to save Candleshoe and stop Harry before it is too late.","For 10% of the action and a red Ferrari, she'd con her own grandmother.",Family,101,1977-12-16,en,6.9,115,0.9696,"David Niven, Helen Hayes, Jodie Foster, Leo McKern, Veronica Quilligan",Norman Tokar,"butler, country estate, con artist, orphan, heiress, hidden treasure","I enjoyed this.

<em>'Candleshoe'</em> starts in a greater manner than it finishes, but the full duration is entertaining. The early scenes are, for this era of Disney live-action at least, actually quite unusual, I wasn't fully sure where the story was going at first - which is a positive. Once everything becomes clearer, it does lose the slight edge it has at the beginning.

The cast, meanwhile, are very good. Jodie Foster (Casey) gives another strong performance from her early years, while David Niven is excellent as Priory. Leo McKern is also splendid in his role as Harry. They all work together really well. Elsewhere, you have some nice music from Ron Goodwin.

My only criticism would be the end few scenes, which round off all too quickly and don't show important parts to portray how they exactly got to where they are; notably between Casey and Gwendolyn. That aside, I'd certainly recommend this. || A wonderful, gentle, spin on the ""Little Lord Fauntleroy"" tale with a great ensemble cast. David Niven always did thrive in the less-is-more style of acting and here it is never better displayed. Jodie Foster - an American street-urchin is engaged by unscrupulous gold-digger ""Mr. Bundage"" (Leo McKern) to travel to England where she is to impersonate the long lost grand-daughter of the Marchioness of St. Edmund (Helen Hayes) and help him to discover the whereabout of a hidden treasure of pirate doubloons. She duly arrives and ingratiates herself with the old woman. Soon though, she discovers that much of it is a façade; the house is mortgaged to the hilt with the delightful Niven (""Priory"") being butler, gardener, chauffeur - just about everything as they attempt to keep the alarming truth of their fiscal predicament from Hayes. As you might expect, Foster turns tables on her crooked mentor and what follows is a fun, comedy adventure with a suitably happy ending. It's all done in the best tradition of Disney - an engaging and light-hearted celebration of decency and humanity winning out..."
29228.0,The Computer Wore Tennis Shoes,"Some college students manage to persuade the town's big businessman, A. J. Arno, to donate a computer to their college. When the problem- student, Dexter Riley, tries to fix the computer, he gets an electric shock and his brain turns to a computer; now he remembers everything he reads. Unfortunately, he also remembers information which was in the computer's memory, like Arno's illegal businesses..",Programmed for laughs!,"Comedy, Family, Drama",91,1969-12-29,en,6.026,151,0.7847,"Kurt Russell, Cesar Romero, Joe Flynn, William Schallert, Alan Hewitt","Robert Butler, Joseph L. McEveety","computer, college, quiz, friends, family, thunderstorm, college student, human vs computer","1960s Disney ends with a good, just not exceptional, film. It has been a long, up and down decade from the studio, with most falling under that category or lower.

<em>'The Computer Wore Tennis Shoes'</em> entertains to a satisfactory degree, with Kurt Russell leading brightly as Dexter. The rest of the cast aren't all that remarkable, even if there are a load of faces I recognise from other things. If I had to choose the most noteworthy, they would be Cesar Romero (Arno) & William Schallert (Quigley).

The plot is enjoyable, it's just as bonkers as you'd expect given it's in a similar vein to films like 1961's <em>'The Absent-Minded Professor'</em>. I'd say it's better executed than that Flubber premise. There's also a cool chase sequence in this, too.

I'm curious to see where the sequels head."
13962.0,Blank Check,"Bullied by his siblings and nagged by his parents, 11-year-old Preston is fed up with his family -- especially their frugality. But he gets his chance to teach them a lesson when a money-laundering criminal nearly bulldozes Preston with his car and gives the boy a blank check as compensation. Preston makes the check out for $1 million and goes on a spending spree he'll never forget. Maybe now, his family will take him seriously!",Quick thinking landed him a million bucks... now everybody's after it!,"Comedy, Family",93,1994-02-11,en,5.9,508,1.8485,"Brian Bonsall, Karen Duffy, James Rebhorn, Jayne Atkinson, Michael Faustino","Colby Carr, Rupert Wainwright, Blake Snyder","money laundering, stolen money, rich kid, first crush, eccentric millionaire, spending money, money misappropriation, adventure with kids, appreciative, blank check",
19378.0,The Cat from Outer Space,"A UFO is stranded on earth and impounded by the US government. Its pilot, a cat with a collar that gives it special powers, including the ability to communicate with humans, has eluded the authorities and seeks the help of a scientist in order to reclaim and repair his ship and get back home.",A close encounter of the 'furred' kind!,"Comedy, Family, Science Fiction",104,1978-06-09,en,5.9,140,0.8735,"Ken Berry, Sandy Duncan, Harry Morgan, Roddy McDowall, McLean Stevenson","Norman Tokar, Ted Key","cat, telekinesis, alien, ufo, industrial spy","Nice idea, just not one that's executed well at all.

<em>'The Cat from Outer Space'</em> is mundane. The concept of an alien cat invading is cool, but they choose to do it in a way that is boring - the cat, Jake, speaks via voiceover only, so there are many shots of the cat just staring whilst Ronnie Schell speaks. That just doesn't work, to get attached/become interested in a character you need emotion and/or expression... you get none of that here. I never cared for Jake, and that's coming from someone who loves cats.

Also with the plot they spend most of the time focusing on the cat helping the humans with dull things, like betting and freezing people. Quite inconsistently too, there's a number of times where the cat could solve their problem instantly but they avoid using him for some reason. It's only at the end when they, truly, tackle the overall story arc - which itself is held back by the (understandably, I guess) lame special effects.

Cast-wise it's very flat, none of them are particularly bad but they all give forgettable performances - even Harry Morgan (Stilton), who has done some fine things for Disney in these early decades.

I can think of at least ten worse live-action flicks from this studio up until 1978, but that's not to say this is anything worth watching - it isn't, unfortunately."
