tmdbId,title,overview,tagline,genres,runtime,release_date,language,vote_average,vote_count,popularity,cast,crew,keywords,reviews
862.0,Toy Story,"Led by Woody, Andy's toys live happily in his room until Andy's birthday brings Buzz Lightyear onto the scene. Afraid of losing his place in Andy's heart, Woody plots against Buzz. But when circumstances separate Buzz and Woody from their owner, the duo eventually learns to put aside their differences.",The adventure takes off when toys come to life!,"Animation, Adventure, Family, Comedy",81,1995-11-22,en,7.97,18958,20.9927,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn",John Lasseter,"rescue, friendship, mission, jealousy, villain, bullying, elementary school, rivalry, anthropomorphism, friends, computer animation, buddy, walkie talkie, toy car, boy next door, new toy, neighborhood, toy comes to life, resourcefulness, toy, pixar","This movie came out when I was three. Now I'm twenty seven and the goddamn thing still holds up.

_Final rating:★★★★ - Very strong appeal. A personal favourite._ || Decided to revisit this after many years and still holds up so well. Great movie for both kids and adults with wonderful teachable moments. Just a groundbreaking animated movie all around. **4.5/5** || A stunning feature film entrance from Pixar! <em>'Toy Story'</em> is a true delight, from the first second to the last.

The CGI animation is excellent. All the toys look brilliant, as does the world itself - I love the feel of it. The music is very good, Randy Newman does a nice job - ""You've Got a Friend in Me"" is a cracker.

Tom Hanks leads a strong cast. Hanks plays Woody, to fantastic effect. He is the best part of this film. Tim Allen is great, too, as Buzz Lightyear. Don Rickles (Mr. Potato Head), Wallace Shawn (Rex) and John Ratzenberger (Hamm) also bring fun.

Everything else is just as terrific: the humour, the pacing, the plot - I enjoy it all. There are probably some flaws in parts, namely Buzz's supposed unawareness, but nothing impacts the viewing experience. Go watch!"
15602.0,Grumpier Old Men,"A family wedding reignites the ancient feud between next-door neighbors and fishing buddies John and Max. Meanwhile, a sultry Italian divorcée opens a restaurant at the local bait shop, alarming the locals who worry she'll scare the fish away. But she's less interested in seafood than she is in cooking up a hot time with Max.",Still Yelling. Still Fighting. Still Ready for Love.,"Romance, Comedy",101,1995-12-22,en,6.461,399,1.2401,"Walter Matthau, Jack Lemmon, Ann-Margret, Sophia Loren, Daryl Hannah","Howard Deutch, Mark Steven Johnson","fishing, sequel, old man, best friend, wedding, italian restaurant, old friends, duringcreditsstinger, pranks",
11862.0,Father of the Bride Part II,"Just when George Banks has recovered from his daughter's wedding, he receives the news that she's pregnant ... and that George's wife is expecting too. He was planning on selling their home, but that's a plan that—like George—will have to change with the arrival of both a grandchild and a kid of his own.",Just when his world is back to normal... he's in for the surprise of his life!,"Comedy, Family",106,1995-12-08,en,6.242,757,1.669,"Steve Martin, Diane Keaton, Martin Short, Kimberly Williams-Paisley, George Newbern",Charles Shyer,"daughter, baby, parent child relationship, midlife crisis, pregnancy, confidence, aging, sequel, remake, los angeles, california, pregnant woman, contraception, gynecologist, pregnant",
31357.0,Waiting to Exhale,"Cheated on, mistreated and stepped on, the women are holding their breath, waiting for the elusive ""good man"" to break a string of less-than-stellar lovers. Friends and confidants Vannah, Bernie, Glo and Robin talk it all out, determined to find a better way to breathe.",Friends are the people who let you be yourself... and never let you forget it.,"Comedy, Drama, Romance",127,1995-12-22,en,6.3,173,1.3537,"Whitney Houston, Angela Bassett, Loretta Devine, Lela Rochon, Gregory Hines",Forest Whitaker,"based on novel or book, single mother, divorce, anxious, friendship between women, cautionary, adoring, celebratory, comforting, african american romance, african american friendship",
8844.0,Jumanji,"When siblings Judy and Peter discover an enchanted board game that opens the door to a magical world, they unwittingly invite Alan -- an adult who's been trapped inside the game for 26 years -- into their living room. Alan's only hope for freedom is to finish the game, which proves risky as all three find themselves running from giant rhinoceroses, evil monkeys and other terrifying creatures.",Roll the dice and unleash the excitement!,"Adventure, Fantasy, Family",104,1995-12-15,en,7.239,10817,3.567,"Robin Williams, Kirsten Dunst, Bradley Pierce, Bonnie Hunt, Jonathan Hyde",Joe Johnston,"giant insect, board game, disappearance, jungle, recluse, stampede, based on young adult novel, jumanji universe","Throw the dice and take a turn, Jumanji made the critics gurn.

Jumanji is directed by Joe Johnston and based on Chris Van Allsburg's short story of the same name. It stars Robin Williams, Bonnie Hunt, Kirsten Dunst, Bradley Pierce and Jonathan Hyde. The story is about a weird board game that when played unleashes hazards from the jungle with every throw of the dice. Once you have started playing you have to finish the game for normality to be resumed.

Simple in plot and coming off as an excuse to show off some impressive effects -said the critics - Jumanji defied the critics of the time to become a box office winner and a family favourite. Enough of a favourite to spawn a sequel (Zathura 2005), an animated TV series and a board game. In truth the film is reliant on the effects to entertain, with the cast (all competent and enjoyable) merely lurching from one perilous throw of the dice to another. But to call the film shallow is wrong and ignorant. There's flecks of bad parenting, peer pressure, grief and bullying, while the impact of a missing child on one town is a noteworthy addition to the story line. You wonder if those critics actually paid attention during their free viewings?

Yes it's berserker family fun, but it's not without worth in the writing either. Besides which, for the action set pieces and the laughs, they alone mean the film has its merits. 7/10 || The original movie. Robin Williams makes this movie funny. Honestly without him the movie would be nothing."
11860.0,Sabrina,"Sabrina Fairchild, a chauffeur's daughter, grew up at the Long Island estate of the wealthy Larrabee family enchanted with their sparkling world of privilege and wealth, but she's especially enamored of younger son David, a charming playboy. After the once plain Sabrina returns from a sojourn in Paris transformed into a glamorous young woman, she at long last catches David's eye. In a calculated effort to manipulate David away from her and into a more financially advantageous marriage, formidable older brother Linus devises a plan to keep them apart.",You are cordially invited to the most surprising merger of the year.,"Romance, Drama, Comedy",127,1995-12-15,en,6.213,647,2.8697,"Harrison Ford, Julia Ormond, Greg Kinnear, Nancy Marchand, John Wood",Sydney Pollack,"chauffeur, sibling relationship, paris, france, transformation, birthday party, family business , long island, new york, playboy, teenage crush, millionaire, marriage engagement, high society, merger, impossible love, family disapproval, scheme, wealth differences, wealthy family, father daughter relationship, brother brother relationship, unlikely romance, romantic","**A completely dispensable remake, for many of the qualities it may have, and which it does!**

Firstly, allow me to say that I am not one of those who think that there can or should be untouchable films, which due to their value or relevance should never be subject to revisits or remakes. “Sabrina”, the original film starring Audrey Hepburn and Humphrey Bogart, is a renowned classic and its place will never be in question. However, after seeing this modern remake, I can't help but feel that it was unnecessary. Despite being a good film, it can't be better than the original, it isn't the slightest bit different, and it wasn't able to update the original story. I really don't know where Sidney Pollack was able to think this was a good idea.

The story of this film, as well as a large amount of the dialogue, are copied from the original onto carbon paper, with almost no essential modifications. In fact, the most striking phrases of the dialogues are all there, the situations are the same. Where the film tries to be better is, essentially, in the high production values and the updating of a series of details without great relevance. For example, young Sabrina no longer goes to Paris to become a chef, but to work as an assistant at “Vogue” magazine. And of course, the sets, the filming locations, the props, everything takes us back to contemporary times and is done with the utmost good taste, from the choice of the mansion to the Larrabee corporate headquarters. And given that Pollack is a renowned and highly prestigious director, it's no surprise that the cinematography and soundtrack are also excellent: he was able to find the best. For example, the soundtrack is written by John Williams and, although it is not a remarkable work by the composer, it still has the quality he has accustomed us to.

As for the cast, Pollack also bet on great actors, with solid credits and a solid career in the seventh art. The three main protagonists are Julia Ormond, Harrison Ford and Greg Kinnear, and the latter is perhaps the director's riskiest bet. Ormond and Ford give us, each in their own way, solid and consistent interpretations. However, if in the original film the huge age difference between Bogart and Hepburn was barely noticeable, this was glaring here, and it is extremely bizarre to see Ormond flirting with a man who appears to be her father. And with an aggravating factor: Ford is not, and has never been, an actor particularly suited to romantic plots, it is not a comfortable terrain for him. As a result, Ford and Ormond's romantic chemistry resembles a wall between them. Greg Kinnear does what he can, but doesn't have the strong charisma that is necessary for playboy David. The film also features contributions from John Wood, Nancy Marchand, Lauren Holly and Paul Giamatti."
949.0,Heat,Obsessive master thief Neil McCauley leads a top-notch crew on various daring heists throughout Los Angeles while determined detective Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.,A Los Angeles crime saga.,"Crime, Drama, Action",170,1995-12-15,en,7.921,7688,11.2661,"Al Pacino, Robert De Niro, Val Kilmer, Jon Voight, Tom Sizemore","Michael Mann, Michael Mann","robbery, chase, obsession, detective, heist, thief, honor, murder, betrayal, gang, los angeles, california, cat and mouse, bank robbery, criminal mastermind, cynical, ex-con, one last job, loner, bank job, neo-noir, crime epic, tense, antagonistic, audacious, bold","You don't live with me, you live among the remains of dead people.

Heat is written and directed by Michael Mann. It stars Robert DeNiro, Al Pacino, Val Kilmer, Jon Voight, Tom Sizemore, Diane Venora, Ashley Judd, Amy Brennerman and Danny Trejo. Music is scored by Elliot Goldenthal and cinematography by Dante Spinoti.

Big time thief Neil McCauley (DeNiro) is after one last major score before he retires, but hot on his tail is Vincent Hannah (Pacino), a cop equally and methodically as driven as he is himself.

In the build up to Heat's release, much was made of it being the first on screen pairing of DeNiro and Pacino. A mouthwatering prospect for sure, it proved to be worth the wait and unfolds as a lesson in restrained acting with two modern greats affording each other the respect that was due. What we didn't realise in the build up to the film's release, was that it would prove to be one of the greatest cops and robbers movies of all time, brought to us by an auteur director whose kink for realism and commitment to research stands him out from much of the modern directing pack.

Rarely does a film come together as one, where all the cogs of the engine are in tune, but Heat is one such picture. From cast performances to visual aesthetics, to screenplay and actual substance of story, Heat is as meticulous as it is thrilling. There are a myriad of characters brilliantly stitched together in one de-glamorised City of Angels, as plot develops, and each character and their crumbling relationships come under inspection, we are witnessing a coarse viewpoint of human nature, where people's lives are ended or defined by their choices. Everywhere you look, here, there are folk cracking under the strain of being exposed to high end crime, dreams, hopes and happiness are unlikely to be achieved, and this is on both sides of the law.

For Heat, Mann fuses the tonal and visual ticks of Manhunter with that of the adrenalin rushes from Last of the Mohicans, with the former gorgeously born out by Spinoti's pin sharp photography, the latter thrillingly realised by Mann's skill at action set pieces. Once again word of mouth about the key heist and shoot out in the film led to high expectation, and again there is no disappointment. L.A. becomes a battle ground, rapid gunfire punctures the air, cars swerve and crash, bodies fall, visually and aurally it drags you to the edge of your seat, an extended action sequence fit to sit with the best of them. The kicker as well is that because Mann has been so detailed in his characterisations, we care about what happens to all parties, we understand motives and means. Which in a film with such a huge support cast is quite an achievement.

There is enough in Heat to fill out a dozen other cops and robbers films, fans of neo-noir and crime films in general are spoilt supreme here. It's not rocket science really, put a group of great actors together, give them an intelligent script to work from and let them be guided by a director who will not sit still, and you get a great film. Heat, the ultimate predator and prey movie, where from beginning to end it refuses to be lazy or cop out, and energy and thought seeps from every frame. 10/10 || Partly I'm disappointed in myself for taking so long to watch _Heat_ because it's such a massive influence on one of the best movies ever (_The Dark Knight_), and one my favourite video games ever (_Payday: The Heist_).

Mostly though, I'm disappointed in myself for taking so long to watch _Heat_ because I've denied myself for so long the privilege of having seen such a great fucking crime movie.

_Final rating:★★★★ - An all round good movie with a little something extra._ || **Heat earns its way onto top 25 lists for heist films and 90s action, but its faults keep it low in the rankings.**

Heat gets so many things right. The stellar cast continues to surprise me with all the different names and faces I recognize when I watch it. The action is exceptional, especially considering this film is over 25 years old. The shoot-out in the middle of the movie is riveting, raw, and powerfully hard-hitting. The story made it impossible to guess exactly how it would turn out - was the cop going to get his man, or was the mastermind thief going to get away? Heat belongs on best heist and action movie lists but not nearly as high as many lists rank it. Heat carries some annoying faults. The ending of the film is abrupt and unsatisfying. The runtime is at least 45 minutes too long. The biggest frustration was Al Pacino’s performance. He was so over the top that his character felt like he was in the wrong movie. Every other action delivered genuine and serious performances while Pacino was screaming about women’s butts. What? Heat is a good film, but these low points keep it from being great."
45325.0,Tom and Huck,"A mischievous young boy, Tom Sawyer, witnesses a murder by the deadly Injun Joe. Tom becomes friends with Huckleberry Finn, a boy with no future and no family. Tom has to choose between honoring a friendship or honoring an oath because the town alcoholic is accused of the murder. Tom and Huck go through several adventures trying to retrieve evidence.",A lot of kids get into trouble. These two invented it.,"Family, Action, Adventure, Drama",97,1995-12-22,en,5.3,197,0.8963,"Jonathan Taylor Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright",Peter Hewitt,"based on novel or book, mississippi river, male friendship","Good enough.

It doesn't come close to Disney's other film from the 1990s featuring Mark Twain's Huckleberry, <em>'The Adventures of Huck Finn'</em>. In fairness, this one is more about Tom Sawyer than Huck, which is pleasing given they already portrayed Huck just two years prior.

The actor who depicts the latterly named character is Brad Renfro, who isn't all that to be truthful; he's fine, just not memorable at all. Jonathan Taylor Thomas, meanwhile, plays Tom and he is, probably, the best part of this production. He's cheekiness works well for the role. Elsewhere, Eric Schweig (Injun Joe) makes for a decent bad guy.

I like the vibe of <em>'Tom and Huck'</em>, I think it could've done without the love story but that doesn't hamper things much. I would say the film goes at a slower pace than I would prefer, it particularly drags ever so slightly towards the end. Still, I rate it... mostly thanks to Mr. Thomas. || **A (much) smaller production from the Disney repertoire that everyone forgot.**

No one can deny the quality and relevance of Mark Twain's work, even those who, like me, were never attracted to his books. Yes, I have never read Twain's books, even though they are available in good translations into my mother tongue. I never felt the desire or curiosity. This film takes advantage of two of its most important characters: Tom Sawyer and Huckleberry Finn, two boys full of personality. However, it's the only thing it takes advantage of, creating an entirely new story for them.

It may not seem like it, but it is a film with Disney's approval. It is a film aimed at a teenage audience, with some maturity, and therefore has some violence and already addresses normal themes among teenagers, such as dating. The story created for the film is good enough for the effect it is, and for the film in question, but it is clear that the studio did not waste a lot of time or spend a lot of money on this production. On a technical level, the film meets the minimum requirements, but does not deliver anything beyond that.

Overall, the film is good enough to entertain us, but it is unlikely to leave a lasting memory in anyone's mind. It is absolutely forgettable, so much so that, nowadays, no one remembers it. Jonathan Taylor Thomas and Brad Renfro are the duo of young actors who lead the cast, and they are really the only ones to deserve a certain type of prominence for the work they have developed. Eric Schweig and Michael McShane do smaller jobs, but they are the most valuable adults. The rest of the cast is an anonymous and indistinct mass like a ballet nucleus, moving and circulating without wanting our attention."
9091.0,Sudden Death,When a man's daughter is suddenly taken during a championship hockey game – with the captors demanding a billion dollars by game's end – he frantically sets a plan in motion to rescue her and abort an impending explosion before the final buzzer.,Terror goes into overtime.,"Action, Drama, Thriller, Crime",110,1995-10-27,en,5.998,750,1.5273,"Jean-Claude Van Damme, Powers Boothe, Raymond J. Barry, Whittni Wright, Ross Malinger",Peter Hyams,"explosive, hostage, ice hockey, terrorism, vice president, pittsburgh, pennsylvania, pittsburgh penguins",
9087.0,The American President,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.",Why can't the most powerful man in the world have the one thing he wants most?,"Comedy, Drama, Romance",113,1995-11-17,en,6.5,740,1.5589,"Michael Douglas, Annette Bening, Martin Sheen, Michael J. Fox, Anna Deavere Smith","Rob Reiner, Aaron Sorkin","new love, usa president, the white house, class differences, widower, wildlife conservation, lobbyist, romantic",
