tmdbId,title,overview,tagline,genres,runtime,release_date,language,vote_average,vote_count,popularity,cast,crew,keywords,reviews
154400.0,The Drop,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",,"Drama, Crime",106.0,2014-09-12,en,6.804,2263.0,5.5784,"Tom Hardy, Noomi Rapace, James Gandolfini, Matthias Schoenaerts, John Ortiz",Michaël R. Roskam,"robbery, hitman, winter, blackmail, crime boss, bartender, mobster, organized crime, pitbull, church, catholic, brooklyn, new york city, ex-con, psychotic, taunting, questioning, super bowl, unassuming, satirical, reflective, abandoned puppy, vindictive, wistful, sentimental, witty, whimsical, sarcastic, sympathetic, tragic, vibrant","Are you doing something desperate? Something we can't clean up this time?

The Drop is directed by Michael R. Roskam and written by Dennis Lehane, who adapts from his own short story titled Animal Rescue. It stars Tom Hardy, James Gandolfini, Noomi Rapace and Matthias Schoenaerts. Music is by Marco Beltrami and cinematography by Nicolas Karakatsanis.

Brooklyn barman Bob Saginowski (Hardy) spies an opportunity for a better life - but only if he can escape family ties, the crime that surrounds him and a dark past 

It's arguably a tricky film to recommend with confidence given that it doesn't sit still in crime genre company. This is very much a character based story about a small handful of people affected by crime, where they are chained to events occurring by way of law breaking. Roskam is in no hurry what so ever to spin his picture's literary worth, very much favouring a slow burn - even low key - approach. He deftly develops atmosphere whilst simultaneously ensuring we the viewers are very much a part of the setting and situations - something Lehane does so brilliantly in his novels. By the time the pic plays its hand, what appeared at first to be needless complexities, are valid and close the piece down with some considerable success. 7.5/10 || ""Bob"" (Tom Hardy) and his cousin ""Marv"" (James Gandolfini) run a bar that is regularly used for the anonymous drop - money paid to their Chechen landlords - and all goes fine until it is robbed. They are tasked with retrieving the money and are soon immersed in a cycle of gangland betrayal and deception that isn't helped by a police investigation into another murder, and the curious ""Eric Deeds"" (Matthias Schoenaerts) whose dog ""Bob"" has rescued from maltreatment. Nobody knows who to trust and director Michaël Roskam manages to use the talent at his disposal, alongside some effective lighting and a careful build up of the pace to help this better-than-average thriller work up to it's clever conclusion. Noomi Rapace (""Nadia"") features only sparingly, and Hardy's accent maybe isn't the best - but the complexities of the plot as well as a reasonable attempt to develop the characterisations into people we cared a little about do help this stand out. Hardy shows us that he has the ability to deliver a slightly more multi-dimensional persona and this is a good watch with quite a quirky ending."
246400.0,"20,000 Days on Earth",A semi-fictionalized documentary about a day in the life of Australian musician Nick Cave's persona.,,"Documentary, Drama, Music",97.0,2014-07-05,en,7.046,197.0,0.4272,"Nick Cave, Warren Ellis, Blixa Bargeld, Susie Bick, Arthur Cave","Jane Pollard, Iain Forsyth, Nick Cave, Iain Forsyth, Jane Pollard","docudrama, woman director, part fiction","Simultaneously one of the most pretentious and brilliant things I have ever seen.  If you love Nick Cave and the Bad Seeds, you will love this.  If you find his music dark and too much hard work, stay away.  

8/10 || I wouldn’t hesitate to call Nick Cave a genius, especially not after watching 20,000 Days on Earth – and yet, the beauty of this biofictional film, co-written by Cave with directors Iain Forsyth and Jane Pollard, is its humility. Most movies about musicians, particularly rockstars, suffer from what we might call The Amadeus Syndrome; in contrast, 20,000 Days is a refreshing reminder that you must let inspiration find you working – and by ‘you’ I mean anyone; if Cave himself is a genius, it's not because all his ideas are right, but because he has the right idea about all ideas:

“We cannot afford to be idle. To act on a bad idea is better than to not act at all, because the worth of the idea never becomes apparent until you do it. Sometimes this idea can be the smallest thing in the world, a little flame that you hunch over and cup with your hand and pray will not be extinguished by all the storm that howls about it. If you can hold on to that flame, great things can be constructed around it that are massive and powerful and world-changing... all held up by the tiniest of ideas”.

This certainly is a film about the thought as well as the deed. We see Cave and the Bad Seeds working in the studio and performing onstage, but the movie reaches farther back, to the genesis of a song and even what lies before that – the ‘pre-song,’ if you will. We learn that everything – including “every secret, sacred moment that exists between a husband and a wife” – may be “cannibalized and ground up and spat out the other side in the form of a song, inflated and distorted and monstrous.”

We learn also that songs are born from chaos (“Counterpoint is the key. Putting two disparate images beside each other and seeing which way the sparks fly”), “wild and unbroken,” and it’s the songwriter’s task to grab a hold of them in this protean state and not let go until they “become domesticated … something familiar and compliant.” This is no mean feat, considering that Cave’s songs aren’t your typical ‘verse-bridge-chorus’ compositions; “Higgs Boson Blues”, featured in the film, is an outstanding example of a stream of consciousness-type song whose greatest strength is its apparent spontaneity – and indeed, if Cave wasn’t reading the lyrics off a notebook as he sings them, we might be tricked into believing he’s improvising them right there on the spot. The movie as a whole is deceivingly effortless – one of those small ideas around which something great has been constructed."
254191.0,Honeymoon,"Young newlyweds Paul and Bea travel to a remote lake cottage for their honeymoon, where the promise of private romance awaits them. Shortly after arriving, Paul finds Bea wandering and disoriented in the middle of the night.",After the ceremony comes the ritual.,"Horror, Science Fiction",88.0,2014-09-12,en,5.41,598.0,0.8214,"Rose Leslie, Harry Treadaway, Ben Huber, Hanna Brown, John Lauterbach","Phil Graziadei, Leigh Janiak, Leigh Janiak","lake, boat, married couple, honeymoon, woods, memory loss, cabin, sleepwalking, woman director, mysterious events","A low budget horror movie from a newcomer director. In that perspective, it was a decent movie, because within the limits everything was done nicely. In fact, it was a minimal cast movie set in an isolated cabin in the woods. A simple story that is like the title, it is about a newly married couple's honeymoon. All sets off nicely to them until strange events begin to follow one after another. How the couple manages to come off of it, or do they is the rest.

I don't know others, but like I said it was not a bad movie to me. Whatever happened, it just kept me engaged throughout, because of the uptight plot. Though, it raises some questions about the events that takes place in the movie and makes to have your own imagination. In fact, my opinion in the begging was 'big foot', later very quickly I understood what it's about. The writer's notion was also the same, leaving blank space to fill by the viewers with their creative prediction.

The most of the answers answered or going to be answered are merely the same (I think). For those who won't get it, will suffer nothing except think they wasted time. The rest will probably want a sequel for a proper and further explanation. Especially a couple of dialogues made me think that way. But, I don't think so there will be one, it will stay a mystery as of now forever, if I'm not wrong. Not a scary movie nor actual violence, but the suspense was the movie's strong hold. If you're looking for that type, you can give it a try other than blood gore and killings.

5.5/10 || A Kewl_Kat quick review: Honeymoon was suspenseful for a while but ultimately left me feeling dissatisfied. It shouldn't be your first choice on a boring evening but if you happen to watch, it won't be a complete waste of time, either. It's somewhere in the middle. 5/10."
27286.0,Beautiful Losers,This documentary follows the lives and careers of a collective group of do-it-yourself artists and designers who inadvertently affected the art world.,Make Something From Nothing,Documentary,90.0,2008-04-01,en,6.5,25.0,0.2182,"Thomas Campbell, Shepard Fairey, Chris Johanson, Margaret Kilgallen, Jo Jackson","Aaron Rose, Joshua Leonard, Arty Nelson","skateboarding, underground, graffiti",
244772.0,The Skeleton Twins,"Estranged twins Maggie and Milo coincidentally cheat death on the same day, prompting them to reunite and confront the reasons their lives went so wrong. As the twins' reunion reinvigorates them, they realize the key to fixing their lives may just lie in repairing their relationship.",Family is a cruel joke.,Drama,92.0,2014-06-05,en,6.636,649.0,1.4561,"Bill Hader, Kristen Wiig, Luke Wilson, Ty Burrell, Boyd Holbrook","Craig Johnson, Craig Johnson, Mark Heyman","adultery, infidelity, new york city, sibling relationship, parent child relationship, confession, bisexuality, cowardice, rejection, death of father, reunion, in the closet, teacher student relationship, lgbt, estrangement, fraternal twins, new ager, twin synchronization, brother sister relationship","> Twins and their failures, depression, suicide attempt, together overcoming.

After the beautiful 'Hateship Loveship', I expected this one for Kristen Wiig. It was a brother-sister relationship theme. The main characters are twins and they have lots of common. The story begins when they meet for the first time after the ten years of no connection. The circumstance was strange as they both were depressed who attempt for a self kill. That does not end successfully, instead narration commence for us where they share each others memory of the past by trying to shape up the present life. But still the old habits won't let them alone as they encounter life changing decisions by the end of the story.

Kind of a rare movie, all about the twins' bonding told in a humourous way, mostly. Mistakes are the essence of the script. The fall and rise were cleverly constructed throughout around those two characters. The cast was the plus point. Since it was about twins, Wiig and Hader are perfectly fit for their respective roles. As for Bill Hader, I've never seen he donned in a higher ranked role like this. He was always been a co-star and in this film he's one of the leads. Everybody gets their time right like awesome Timothy Spall in 'Mr. Turner'.

In this movie, these two lead performers were absolutely spot on. But the lack of pace is a challenge. If you pass through it successfully, you would get a nice entertainment. If not, the movie would be dull, pale, even it could be worse film of the year for you. Anyway, still it falls short to be an excellent film, I consider it to be a just good movie. Worth a watch, but the movie won't stay in your memory for so long.

6.5/10"
198663.0,The Maze Runner,"Set in a post-apocalyptic world, young Thomas is deposited in a community of boys after his memory is erased, soon learning they're all trapped in a maze that will require him to join forces with fellow “runners” for a shot at escape.",Remember. Survive. Run.,"Action, Mystery, Science Fiction, Thriller",113.0,2014-09-10,en,7.191,17435.0,25.5729,"Dylan O'Brien, Kaya Scodelario, Aml Ameen, Thomas Brodie-Sangster, Ki Hong Lee",Wes Ball,"based on novel or book, escape, dystopia, maze, post-apocalyptic future, memory loss, trapped, based on young adult novel","Another forgettable Game of Ender/Hunger Games/Divergent clone.

In this case, to compensate that the main characters are often women, we just make the whole cast to be men.

Just forget about this. || It was a good movie as far as it goes -- resourceful characters deprived of both freedom and their memories manage to build a society and think their way out of their bondage.  The problem is that at the end, it simply stopped.  No dramatic reason for ending where it does, no resolution of ""why did the captors do this?"" .  Even in a series a movie ought to have a decent local climax -- for example,  Kat and Peeta winning the Hunger Games. || One thing that I liked about this movie from the start was that it was, in my limited experience at least, somewhat original. Yes it was an apocalypse story but I have really not seen anything quite like it before. Yes moving mazes and all that have been done but the story as a whole was new to me. That was refreshingly enjoyable in this age of more or less boring Hollywood remakes.

On the whole I quite enjoyed the movie. I would label it a “young adult” movie. Not only because the lead characters as well as almost the entire cast are teenagers but the story itself is clearly at a level directed towards a younger audience. But then, who do not wish they were young again? I quite liked the story. It clearly had its usual collection of illogical moments and plot holes but nothing really really annoying as far as I am concerned.

In my opinion all of the cast did a decent enough job of their roles. Some roles mostly consisted of standing around in the background of course but the lead characters was not bad. Teresa was more of a plot element than a lead character in this movie though that has to be said.

I did indeed like the maze itself. It had a quite cool look and was well done from a cinematic point of view. The one thing that did not come out in the movie though was the reason for it all. I know that is supposed to be the mystery but it was rather frustrating nonetheless to not get any clues whatsoever. What on Earth could be the purpose of having a bunch of kids live through this experience in that way?

Sometimes the behavior of these kids where somewhat annoying of course. I especially disliked the plot element where that dumbass kid seemed to just want everything to stay the same forever. It is of course a classical element in stories like this but it still annoys the hell out of me every time.

Bottom line is still that I found this a rather enjoyable movie. I would definitely want to see the other two books made into movies as well. I have not read the books by the way so me thinking this was a new story experience is of course partly due to this fact.

SHARE THIS:"
244264.0,Laggies,"Overeducated and underemployed, 28 year old Megan is in the throes of a quarterlife crisis. Squarely into adulthood with no career prospects, no particular motivation to think about her future and no one to relate to, Megan is comfortable lagging a few steps behind - while her friends check off milestones and celebrate their new grown-up status. When her high-school sweetheart proposes, Megan panics and- given an unexpected opportunity to escape for a week - hides out in the home of her new friend, 16-year old Annika and Annika's world-weary single dad Craig.",Acting your age is so overrated.,"Comedy, Drama, Romance",100.0,2014-09-25,en,6.119,1143.0,1.2407,"Keira Knightley, Chloë Grace Moretz, Sam Rockwell, Kaitlyn Dever, Ellie Kemper",Lynn Shelton,"friendship, parent child relationship, coming of age, female protagonist, mumblecore, woman director, young women",
244506.0,Camp X-Ray,"A young woman joins the military to be part of something bigger than herself and her small-town roots. Instead, she ends up as a new guard at Guantanamo Bay, where her mission is far from black and white. Surrounded by hostile jihadists and aggressive squadmates, she strikes up an unusual friendship with one of the detainees.",Connection takes courage,Drama,117.0,2014-10-17,en,6.733,1047.0,2.0945,"Kristen Stewart, Payman Maadi, Lane Garrison, J. J. Soria, John Carroll Lynch",Peter Sattler,"military officer, guantanamo bay, female soldier, female protagonist, american abroad, military police, military, unlikely friendship, detainee, female, prisoners","> Right from the beginning events of the scenes are poorly intensified.

It was a one sided narration, that is really a very bad for this kind of sensitive theme. But the prime intention was to bring the Guantanamo Bay detention camp's atrocity on the detainees by the US military. Well, it actually avoids those strong cruelties, and focuses the unusual relationship between a detainee and a woman guard.

Limited cast, shot mostly in a single location with the budget of just one million USD, and an ordinary opening, but ended strong. I assumed a lot of things likely to happen while I was watching. Like Amy Cole (Kristen Stewart) was in undercover, to make detainees talk and collect the information. Because she was the only woman around, but as usual like most of the time I was wrong. It was so plain and filled with human emotions.

I was strong and confident that they were just torturing the terrorists who deserved it. If you see it from the human perspective that was slightly a over-limit, only if you exclude their crimes. I just felt it was a propaganda to show US in a bad light. That is the reason it will not show terror strikes in the movie that committed by any of the detainee characters, but only the consequences they face.

A Hollywood movie specially made to make feel good for the terrorists and those who support it. Okay, I agree, some were innocents. While fishing, a few other marine animals also gets trapped in the net as well, for that I feel sorry what happened to them. But 95% of them were heartless monsters. Everyone will have their own opinion on this film based on their religion, nationality or sympathetic for simply being a human, and everything are fair.

6/10 || As a fan of Kristen Stewart, Camp X-Ray felt like an intimate exploration of her ability to embody complex emotions. Stewart’s portrayal of Private Amy Cole was nothing short of captivating—her quiet strength and vulnerability brought the character to life, making her moral dilemmas deeply relatable. Watching her navigate the challenging environment of Guantanamo Bay, you could feel the internal conflict that defines her journey.

One of the standout aspects of the movie was the chemistry between Stewart and Peyman Moaadi, who played Ali Amir. Their interactions carried much of the emotional weight of the film, adding nuance to the otherwise stark contrast between a soldier and a detainee. Moaadi’s performance was poignant, offering glimpses of humanity and resilience, which made you wish the film delved deeper into his character’s story.

This brings me to the one significant shortcoming of the movie—the missed opportunity for better pacing and more balanced storytelling. With nearly two hours of runtime, the film focused heavily on Cole’s perspective while leaving the detainees’ backstories and character development underexplored. Given the rich potential of such a setting, this felt like an oversight. It wasn’t just a missed narrative opportunity; it also impacted the emotional depth of the film, which could have been much stronger if we had seen more of the detainees’ humanity and struggles.

That said, the production and direction were solid, creating an authentic and immersive portrayal of life in Guantanamo Bay. The setting felt real, and the atmosphere added tension to every interaction. The film’s quieter moments, though slow at times, were effective in highlighting the isolation and monotony that defined the characters’ lives.

Overall, Camp X-Ray is a film worth watching, particularly for Kristen Stewart’s heartfelt performance. While it could have been a more well-rounded story, the themes of connection, humanity, and moral ambiguity still shine through. It’s a movie that lingers in your thoughts, not for what it achieved, but for what it could have achieved with a more balanced approach"
169917.0,A Walk Among the Tombstones,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,Some people are afraid of all the wrong things.,"Crime, Drama, Mystery, Thriller",114.0,2014-09-18,en,6.335,2865.0,8.1079,"Liam Neeson, Dan Stevens, David Harbour, Boyd Holbrook, Ólafur Darri Ólafsson",Scott Frank,"new york city, based on novel or book, murder, private investigator, mafia, drugs, alcoholic, kingpin, wife murder, 1990s","Though I haven't watched a lot of them yet (I've mainly devoted my time, of late, to catching up on 1920-1970s cinematic milestones), I have a profound respect for the new roles Liam Neeson has taken on in recent years. It makes me think of what would have been had my favourite actor ever, James Cagney, hadn't basically retired for the quiet life in the early 60's, when the perfect storm of 'great actors in B-movies' hit the fans.

My lady is more a horror aficionado, and of recent vintage films, so it was nice to throw this on for a spin and show her its neo-noir tendencies, almost as if going through a 'make your own movie' template, checking them off one-by-one. I don't mind that sort of rote predictability if it's done right, and, though heavily flawed, for the most part it does. By the climax, I basically only cared for four things: that the kidnapped girl, Matthew Scudder and TJ were alive, and that the two kidnappers/murderers got their just desserts, whether it be lengthy incarceration or murder, anything so their crime spree would be ended. The film was well-made and a very enjoyable experience, so considering the relatively minor flaws (especially the one-dimensional aspect of the antagonists), I would definitely recommend at least a watch for most cinephiles out there, especially those interested in 'true crime' type of contemporary American cinema. || This movie had quite some premise and it is a decent enough movie but, sadly, it never really rises out of the ordinary. We have some really despicable criminals and I mean some real creepy nutcases and we have Liam Neeson as a gritty former cop turned private investigator. Good recipe to start with I would say.

Unfortunately it never really took off. Liam Neeson is doing a good job of portraying the former cop and he is pretty much making the picture. The creepy guys are, well creepy but they never really get to shine in their creepiness. Most of the other characters around are just decoration with the possible exception of the young brat whom I personally just found annoying.

Speaking of annoying I have to say that the AA sessions and the voice overs from them pretty much falls into that very category. They felt at best like unnecessary fillers to me. I do not know why it is so popular to portray “heroes” as drunks or former drunks.

The movie is not a quick paced one. It is more of a thriller than a action one although there are a few outbursts of action. Sometimes it goes quite far down the road of some real detective work and sometimes it just jumps about leaving a few inconsistencies and plot wholes hanging around.

I would say that this movie is a fairly ordinary, good but nothing special, crime story about two psychopaths and a gritty former coop given the task of chasing them down. Without Liam Neeson as a lead actor more or less carrying the movie along it would have been a fairly bland movie."
32891.0,The Severed Heads,"A short mime adaptation of a Thomas Mann story about a Parisian urchin who makes her living selling human heads. Lost for nearly 50 years, the movie was found in 2006 by the son of Ruth Michelly and Saul Gilbert when he found it in his mom's attic in Munich.",,"Fantasy, Comedy",21.0,1957-03-31,fr,6.1,53.0,0.2305,"Raymond Devos, Denise Brossot, Rolande Polya, Alejandro Jodorowsky, Saul Gilbert","Alejandro Jodorowsky, Alejandro Jodorowsky, Ruth Michelly, Saul Gilbert",,
