tmdbId,title,overview,tagline,genres,runtime,release_date,language,vote_average,vote_count,popularity,cast,crew,keywords,reviews
34044.0,Waco: The Rules of Engagement,"In one of the most tragic face-offs in the history of law enforcement, the deadly debacle at Waco pitted the Branch Davidian sect against the FBI in an all-out war. This documentary makes the most of footage and recordings to examine how the events that led to the tragedy of April 19, 1993, unfolded, and how the FBI's unrelenting approach made what was already a bad situation much worse.",,Documentary,136.0,1997-09-19,en,7.567,45.0,0.2064,"Dan Gifford, Clive Doyle, Jack Harwell, Joseph Penno, Dick J. Reavis","William Gazecki, William Gazecki, Dan Gifford","fbi, cult, standoff, atf, waco siege",
36629.0,Comic Book Villains,"When word hits the street that a nearby elderly gentleman has a cache of old, rare, and very valuable mint condition comic books, rival comic book shop owners Raymond McGillicuddy (Donal Logue) and Norman Link (Michael Rapaport) both set out to be the first to buy them. But when the old man declines to sell, the former friends turn into enemies, and a friendly rivalry becomes tainted with greed and turns to murder.",Obsession. Betrayal. Revenge. And other funny business.,"Action, Comedy",92.0,2002-09-03,en,5.3,44.0,0.3951,"Donal Logue, Cary Elwes, Michael Rapaport, Natasha Lyonne, Eileen Brennan","James Robinson, James Robinson","comic book, rivalry, comic book shop, comic book collector",
3782.0,Ikiru,"Kanji Watanabe is a middle-aged man who has worked in the same monotonous bureaucratic position for decades. Learning he has cancer, he starts to look for the meaning of his life.",A big story of a little man which will grip your soul...,Drama,143.0,1952-10-09,ja,8.3,1214.0,3.2331,"Takashi Shimura, Haruo Tanaka, Nobuo Kaneko, Bokuzen Hidari, Miki Odagiri",Akira Kurosawa,"dying and death, japan, bureaucracy, age difference, praise, office, night life, sense of life, playground, obsequies, swing, loneliness, office politics, black and white, infatuation, wake, public works, bureaucrat, thoughts of retirement, terminal cancer, city park, civil servant, monotonous life, accomplishments, office gossip","Takashi Shimura is ""Watanabe"", an elderly civil service lifer who is told that he has terminal stomach cancer. After years of a disciplined, rather pedestrian existence he now feels a need to emancipate himself and start to live a little. The story is told through two threads: one looks at the end of the old gent's life from his own perspective; the second takes a retrospective view from the wake as his family and colleagues gather to remember him. Kurusawa is clearly making a point with this delicate, poignant film - perhaps life needs to be appreciated and enjoyed - not necessarily in a jovial, happy fashion, but by achievement. In this case ""Watanabe"" sets about using his position to help locals get a park, but he also starts an empowering relationship (platonic) with a younger girl, who is quite keen on her food, it has to be said. As his colleagues at the wake suffer from excesses of saké their traditionally stiff, reserved, view of their late friend becomes more of a tool to evaluate their own roles and purpose as they determine to be more like him.... The writing has plenty of humour and again, Kurosawa uses weather as a wonderfully potent instrument to create a great atmospheric feel to this gentle story of profound change, and - maybe - contentment. || I watched the English follow-up version (Living) before watching this original, and wished I had reversed my order. I liked Living much more than this original, but since both were written by the same Japanese scriptwriter, my preference might be cultural rather than due to quality issues, not to mention the scriptwriter had come up with improvements through the intervening years.

The club and bar scenes near the beginning seem to go on much longer than in the remake, or at least it felt like it! And the same for the later scenes with the young woman. Then again, that wouldn’t be surprising since this older version is 40 minutes longer.

Still, the differences in the details based on the separate cultures are interesting to note, and I recommend both versions, though I would start with the older one as I mentioned above. || Typical Kurasawa creative framing in the beginning of the movie. The scene of dancers shot through bead curtains swinging in time to the music was brilliant.  His choice of Miki Odagiri for muse is brilliant. Her laugh is infectious. The last act stuck me as rather static. It's perhaps from cultural mores about the dead I don't understand (like the taboo of not ever sticking your chopsticks into the rice bowl!). Kurasawa waxes philosophical on life and government here, and indeed, nothing has changed in 70 years."
12276.0,The Road Home,"Prompted by the death of his father and the grief of his mother, a man recalls the story of how they met in flashback.",An unforgettable journey into the realm of the heart.,"Drama, Romance",89.0,1999-10-16,zh,7.5,214.0,1.2091,"Zhang Ziyi, Zheng Hao, Yulian Zhao, Sun Honglei, Li Bin",Zhang Yimou,"china, businessman, funeral, loss of loved one, coffin, village, flashback, grief, death, burial",
4593.0,The Discreet Charm of the Bourgeoisie,"In Luis Buñuel’s deliciously satiric masterpiece, an upper-class sextet sits down to dinner but never eats, their attempts continually thwarted by a vaudevillian mixture of events both actual and imagined.",,Comedy,101.0,1972-09-15,fr,7.478,846.0,1.4961,"Fernando Rey, Delphine Seyrig, Paul Frankeur, Stéphane Audran, Bulle Ogier",Luis Buñuel,"diplomat, dreams, nightmare, upper class, date, drug trafficking, guest, bishop, restaurant, surreal, bourgeoisie, satire, surrealism, dinner, terrorism, drink, oneiric, dream within a dream, small talk, anarchic comedy, absurd, unexpected situation","This came in the outstanding 10-DVD boxed set 'Rialto Pictures: 10 Years', one of the finest things I've bought from The Criterion Collection (and a great deal too, one I'd heartily endorse).

I had to wait an entire day, after watching the dreadful 'Disaster Movie', to get the acrid taste out of my mouth to watch this one, by my fourth favourite director ever ('Viridiana' is still probably my favourite of his, though). Luckily it had three of my favourite French actors from the period, in Bulle Ogier (just check out 'Maitresse' if you don't understand why), Delphine Seyrig and Fernando Rey (for the two 'French Connection' films alone)--even though for a director of Bunuel's strength, any actors could have sufficed. It's the ideas that stand out most triumphantly.

It's most known for being Bunuel's Oscar-winner for Best Foreign Language Film, but its OTHER nomination is what's almost neglected when people talk about him. Yes, they talk about Bunuel the director, or (from David Thomson) Bunuel the photographer, but people never realize his two nominations for the Calanda, Spain-native were never for director, but for writing (with another nod for his swan song, 'The Obscure Object of Desire'). || It's quite a difficult film to review this, as it essentially has no real plot and very little structure. It is a series of dream sequences following a group of friends - each with some form of skeleton in their closet - as they try to meet for a dinner that repeatedly gets aborted. Fernando Rey is on good form as the Ambassador from the Republic of ""Miranda"" - a man living in fear for his life from revolutionaries at home, and who is also not averse to adding a little spice to the contents of the diplomatic bag. Jean-Pierre Cassel and Stéphane Audran are the ""Sénéchal"" couple - they like a bit of al fresco nookie; the ""Thévenot"" couple (Delphine Seyrig and Paul Frankeur) are ostensibly the most normal of the group, though the latter has a bit going on the side with ""Florence"" (Bulle Ogier). We are never quite sure why they are friends at all, but none of that really matters. It is the very unstructured nature of this that makes it work. Each of their dreams offers us a different - sometimes amusing, sometimes rather violent - short story as the group try to sit down to eat. Personally, I was rather fond of the gardening Bishop ""Dufour"" (Julien Bertheau) who seems to flit between his religious and gardening garb as if by magic. The dialogue isn't maybe the best, but the scenarios and a lot of imagination from director Luis Buñuel combine to offer us something that is quirky and entertaining. It doesn't really need a cinema screening - the production and photography are fine but really this is all about some whacky characterisations that don't always make sense, but do engage."
20815.0,The Handmaid's Tale,"In a dystopian, polluted right-wing religious tyranny, a young woman is put in sexual slavery on account of her now rare fertility.",A haunting tale of sexuality in a country gone wrong.,"Drama, Science Fiction",108.0,1990-02-15,en,6.2,250.0,2.255,"Natasha Richardson, Faye Dunaway, Aidan Quinn, Elizabeth McGovern, Victoria Tennant",Volker Schlöndorff,"rebellion, future, canada, rape, based on novel or book, escape, paranoia, dystopia, slavery, sexism, surrogate mother, feminist, religious fundamentalism, misogyny, impregnation, political unrest, totalitarianism, theocracy","Now look at this, someone made the Handmaid's Tale into something watchable. You know what the difference between this and the series is?

I'll give you a hint it's two things... do you have it yet?

Time and story. The TV show has FAR too many episodes, and each is far too long to tell a compelling story. The 1990 HBO version is only about 100 minutes. It's not dragged out to the point where it is filled to overflowing with, well, with filler. It delivers a clean and concise story that didn't spare a cut. And because of that it works.

But.... it also has Faye Dunaway, and it has Natasha Richardson, and it has Robert Duvall, and it has Aidan Quinn... and those are all people that everyone would be honored to cast, and they were certainly people that anyone would be thrilled to cast back in 1990.

So, what you have is a clean script that is void of unnecessary filler (and in the case of the TV series, free of painfully long unnecessary filler) and that script is acted out by some of the best people in the industry.

You can't ask for more. || Yikes, but there must have been some volume of hairspray used in this production that makes the ""Stepford Wives"" look like an ordinary family street. The women are divided into two groups in this futurist version of the USA. The blue are the privileged and wealthy, the red are the surrogates in a society that cannot now readily breed. A few lucky men are the commanders, lording over everyone and having their own fun trying to conceive children much as roosters fertilise hens. ""Kate"" (Natasha Richardson) is one such red dress. She is to be indoctrinated into the mansion run by ""Serena Joy"" (Faye Dunaway) so she can service the sexual needs of the boss (Robert Duvall). Now they only have a certain amount of tries at the conception lark, and if they don't come up with the goods then they go back to an homeless oblivion. She isn't getting pregnant but nobody dares to ask if it's the ""Commander"" who is firing blanks so she befriends him, tries to earn his trust whilst all along making plans with his driver ""Nick"" (Aidan Quinn) to get the hell out of the place. She might just be in luck as there is an increasing unrest amongst society at large with this hierarchical and zealous societal structure that sees the wealth - money, food and children, in the hands of very, very few. It's starts off quite intriguingly but pretty quickly runs out of steam with some really stilted performances and dialogue - despite having Margaret Atwood and Harold Pinter as the wordsmiths. Dunaway doesn't really appear enough to make much difference and by half way through I thought that it might have worked better on stage - though whether I'd have bothered to leave the bar after the interval is a good question. It's all adequate enough, just nothing special."
19433.0,Revolution OS,REVOLUTION OS tells the inside story of the hackers who rebelled against the proprietary software model and Microsoft to create GNU/Linux and the Open Source movement.,,"Documentary, Comedy",85.0,2001-03-09,en,6.92,81.0,0.4321,"Susan Egan, Linus Torvalds, Richard M. Stallman, Eric S. Raymond, Bruce Perens","J.T.S. Moore, J.T.S. Moore","hacker, technology, linux, gnu, free software, open source, computer technology, stallman, operating systems, gnu plus linux, gnu slash linux",
2891.0,An Angel at My Table,"Based on the autobiographical work of New Zealand writer Janet Frame, this production depicts the author at various stage of her life. Afflicted with mental and emotional issues, Frame grows up in an impoverished family and experiences numerous tragedies while still in her youth, including the deaths of two of her siblings. Portrayed as an adult by Kerry Fox, Frame finds acclaim for her writing while still in a mental institution, and her success helps her move on with her life.",Based on the autobiographies of Janet Frame,Drama,158.0,1990-09-20,en,7.014,173.0,0.6505,"Kerry Fox, Alexia Keogh, Karen Fergusson, Iris Churn, Jessie Mune",Jane Campion,"insanity, new zealand, insane asylum, teacher, mental institution, author, based on memoir or autobiography, woman director",
6619.0,Death in Venice,"Composer Gustav von Aschenbach travels to Venice for health reasons. There, he becomes obsessed with the stunning beauty of an adolescent Polish boy named Tadzio who is staying with his family at the same Grand Hôtel des Bains on the Lido as Aschenbach.",The celebrated story of a man obsessed with ideal beauty.,Drama,131.0,1971-03-05,it,7.282,503.0,1.1748,"Dirk Bogarde, Björn Andrésen, Romolo Valli, Mark Burns, Nora Ricci",Luchino Visconti,"beach, venice, italy, composer, obsession, beauty, vacation, cholera, male homosexuality, epidemic, teenage boy, makeover, homoeroticism, unspoken love",
10610.0,The Medallion,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,Follow the mystery. Fight the enemy. Discover the power of The Medallion.,"Thriller, Fantasy, Action, Comedy",88.0,2003-08-15,en,5.613,1121.0,2.2858,"Jackie Chan, Lee Evans, Claire Forlani, Christy Chung Lai-Tai, Julian Sands",Gordon Chan,"medallion, martial arts, leather jacket, immortality, detective, fighter, wretch, resurrection, interpol, slapstick comedy, fighting, super power, wizard, superhuman strength, warrior, action hero","This action-fantasy-comedy has bad dialogue and a half-baked and uneven plot where even some Chan's martial arts/stuntwork isn't nearly enough to save it, and besides, half of the movie uses some shoddy special effects so his stunts aren't nearly as impressive. On the plus side, the movie is a reminder on Claire Forlani's beauty (acting was only so-so at best). The Medallion has so many hallmarks of the early 2000s style of filmmaking with the choppy editing and lame humor. **1.75/5** || The Medallion is a fun, lighthearted action-comedy that’s perfect for a casual movie night with family or friends and a few beers. Jackie Chan’s signature charm and incredible stunt work shine, bringing energy and humor to the screen. The mix of mystical elements and classic action sequences keeps it entertaining, even if the story isn’t particularly deep or groundbreaking.

Sure, some jokes fall flat, and the plot can feel a bit thin at times, but it’s the kind of movie you watch to relax and have a good time. It’s not perfect, but it doesn’t need to be. With laughs, action, and a dose of Jackie Chan magic, The Medallion is an enjoyable watch for anyone looking for something light and fun"
