tmdbId,title,overview,tagline,genres,runtime,release_date,language,vote_average,vote_count,popularity,cast,crew,keywords,reviews
37305.0,Pork Chop Hill,"Korean War, April 1953. Lieutenant Clemons, leader of the King company of the United States Infantry, is ordered to recapture Pork Chop Hill, occupied by a powerful Chinese Army force, while, just seventy miles away, at nearby the village of Panmunjom, a tense cease-fire conference is celebrated.",Bold! Blunt! Blistering! The battle picture without equal!,"Drama, History, War",98,1959-05-29,en,6.5,67,0.6933,"Gregory Peck, Harry Guardino, Rip Torn, George Peppard, Carl Benton Reid",Lewis Milestone,"based on novel or book, korean war (1950-53), based on true story, suicide mission, black and white, gi joe, 1950s",
18784.0,"Run Silent, Run Deep",The captain of a submarine sunk by the Japanese during WWII is finally given a chance to skipper another sub after a year of working a desk job. His singleminded determination for revenge against the destroyer that sunk his previous vessel puts his new crew in unneccessary danger.,Gable and Lancaster make the seas boil in the battle adventure that hits like a torpedo!,"Drama, War",93,1958-03-27,en,6.9,170,0.8979,"Clark Gable, Burt Lancaster, Jack Warden, Brad Dexter, Don Rickles",Robert Wise,"captain, submarine, world war ii, pacific war, pacific theater, naval warfare","This superior wartime submarine story is about an American captain (Gable) who seeks to avenge the loss of an earlier ship to a Japanese destroyer by perfecting a very difficult ""bow shot"" technique that would enable him to torpedo this fast moving enemy head on. Burt Lancaster portrays his popular XO who ought, originally, to have had that command but has been passed over; and the film depicts the evolution of their taut and mistrusting relationship. Gable is on good form as his character treads a very thin line between reason and obsession and Lancaster works hard to keep himself and the crew under control. The direction is tense and the chemistry between these two men works really well. This is more than a post-war grandstanding picture; it does touch on the psychology of command and of grief, and is well worth an hour and a half of your time."
11549.0,Invasion of the Body Snatchers,A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.,There was nothing to hold onto - except each other.,"Science Fiction, Horror, Thriller",80,1956-02-05,en,7.466,1124,1.7966,"Kevin McCarthy, Dana Wynter, King Donovan, Carolyn Jones, Larry Gates",Don Siegel,"small town, based on novel or book, alien, black and white, doctor, patient, alien invasion, psychiatrist, alien infection, angry mob, doppelgänger, mystery writer, body snatchers, emotionless, paranoid, abandoned mine, personality change, alien plant-life",
17918.0,Swamp Thing,"Mutated by his own secret formula, Dr. Alec Holland becomes Swamp Thing; a half-human, half-plant superhero who will stop at nothing to rescue government agent Alice Cable and defeat his evil arch nemesis...Even if it costs him his life.",Science transformed him into a monster. Love changed him even more!,"Horror, Science Fiction",93,1982-01-01,en,5.414,417,2.6509,"Louis Jourdan, Adrienne Barbeau, Ray Wise, David Hess, Nicholas Worth","Wes Craven, Wes Craven","swamp, comic book, based on comic","This movie was so awful, I loved it! 

I saw this film in the theater when I was in high school and couldn't get enough of the cheesy horror flick, sci-fi, and all that was in-between, and ""Swamp Thing"" was just the right kind of movie I needed to see at the right time to enjoy it as I did.  **Adrienne Barbeau** had the right assets for a high school boy, and to this day I love any movie or TV show with **Ray Wise**.  

The effects were pretty cool for that time, though not too sophisticated as they really didn't need do be. As long as you had some dry ice, food coloring, water, beakers and such, and a green rubber suit that looked a bit like a walking bean stalk, this was the movie to make following in the tradition of bringing the comics we read and collected to life on the big screen. Sure, I had Swamp Thing comic books (DC) (I guess they're called 'Graphic Novels' now). A few more prosthetics and **Wes Craven** writing and directing and you have ""Swamp Thing"" the motion picture. 

Rent it, buy it, stream it, just watch it, and grab a bag of popcorn if you love these movies like I do. In other words, just enjoy! || Meh. I found Swamp Thing to be rather bleak. Just really some lady falls in love with a scientist turned swamp monster. They just kind of kiss and then “hey, look we are in love” and then he turns into a dreadfully awful looking ideration of the Swamp Thing and she’s scared of it until she figures out it’s him. Really cool to see this was filmed in my state of residence, South Carolina, though. || _**Live-action version of the DC character is too, um, comic booky**_

RELEASED IN 1982 and directed/written by Wes Craven, “Swamp Thing” is a live action movie version of the DC Comics’ character. The plot revolves around a scientist (Ray Wise) working on a top-secret bioengineering project deep in the swamps of the American South who falls prey to his own formula and becomes a bog monster. Adrienne Barbeau plays a government worker at the lab while Louis Jourdan plays an evil genius who wants the formula for his own designs.

I own the original Swamp Thing comics by Len Wein & Bernie Wrightson from the early 70s and this movie doesn’t capture their mature, moody essence. It’s just too comic booky, too kiddie-oriented despite a couple surprising risqué scenes involving female nudity. Adrienne Barbeau was 36 during shooting and has a nice, fit body, but her permed hairdo is pretty hideous. I suppose if you’re not familiar with the original comic, you might be more receptive of this cinematic rendition. Siskel & Ebert, amazingly, gave it a hearty thumbs-up. Go figure. 

THE FILM RUNS 1 hour, 33 minutes, and was shot at Cypress Gardens in Charleston, South Carolina, and nearby Johns Island, but some scenes look like that were shot in Southern Cal.

GRADE: C"
18158.0,Earth vs. the Flying Saucers,"Test space rockets exploding at liftoff and increased reporting of UFO sightings culminate in a direct attempt by alien survivors of a dead, extra-galactic civilization to invade Earth from impervious flying saucers, using ray-weapons of mass destruction.",The terrifying truth about flying saucers!,"Action, Science Fiction",83,1956-07-04,en,6.035,170,0.8645,"Hugh Marlowe, Joan Taylor, Donald Curtis, Morris Ankrum, Thomas Browne Henry",Fred F. Sears,"washington dc, usa, flying saucer, us army, stop motion, alien invasion, scientist hero, global threat, space program, ray harryhausen, property destruction, land-air battle, ray weapons, sonic weapon, foo lights, rocket launch site","Restrained but still an effective piece of sci-fi pie.

Reports of flying saucers start coming in thick and fast until sure enough alien invaders begin to attack the Earth. Focal point of their attack is the U.S. Space Programe, can hero in waiting Russel Marvin conjure up a defence weapon to save the day?

Obviously a template for many an alien invader film since its release, Earth Vs The Flying Saucers never quite reaches the heights that perhaps it should have. Bogged down by maudlin scripting and restricted by its budget, it often hints at what a great picture it could have been. The lead cast are poor and this hurts the film even more, Hugh Marlowe as Russell Marvin bores us with the scientific speak when really he should be fascinating us, whilst scream queen duties fall to poor Joan Greenwood who forgets that she is actually supposed to emit some sort of terror when the alien hordes attack! However, on the plus side the aliens themselves are certainly creepy enough to grab your notice, Ray Harryhausen's flying saucers animation is of course top dollar for its time, whilst the final battle across Washington DC is classic gold, an all buzzing assault with splurges of death rays at every turn.

An important film in the pantheon of the genre for sure, but it's just a tad too restrained for its own good. 6/10 || This is another enjoyable little 1950s sci-fi movie with scientist Hugh Marlowe (""Dr.Marvin"") and Joan Taylor, his wife ""Carol"", having to use all their wits guile to save the planet from an alien race who want to invade the Earth and enslave us all. Despite their vastly superior technology our resourceful team work frantically to come up with a very effectively portable, if almost as destructive, solution. The visual effects are quite remarkable for the time, with some input from Ray Harryhausen, and the action is well shot and paced. The end is never in doubt (we are all still here!) but it's a fun ride for eighty minutes of ray guns and competent acting."
1090.0,The Thirteenth Floor,"In Los Angeles, a wealthy man, known as Mr. Fuller, discovers a shocking secret about the world he lives in. Fearing for his life, he leaves a desperate message for a friend of his in the most unexpected place.",Question reality.,"Thriller, Science Fiction, Mystery",101,1999-04-16,en,7.067,1386,2.3707,"Craig Bierko, Armin Mueller-Stahl, Gretchen Mol, Vincent D'Onofrio, Dennis Haysbert",Josef Rusnak,"artificial intelligence (a.i.), based on novel or book, computer program, virtual reality, dystopia, simulation, surrealism, simulated reality , remake, los angeles, california, parallel world, alternative reality, existentialism, mind transfer, neo-noir, 1990s, 1930s","The Thirteenth Floor has an amazing premise and some great ideas. Shame that it's also mired by terrible dialogue, B-movie plotting, and a cheap looking production. Blending elements of Dark City and The Matrix though never achieving the greatness of either of those magnificent works of sci-fi, I would still recommend The Thirteenth Floor for what it sets out to do. It's also cool to see the younger versions of Gretchen Mol, Vincent D'Onofrio, and Dennis Haysbert. || It's kind of like The Matrix, It is kind of like eXistenZ...only it is also kind of neo noir, and it is far more mystery/thriller...and it...wait, not it's actually a completely different film.

Let me start again...

It's kind of like Dark City and it's kind of like The Matrix and....no, that really doesn't fit either.

It's kind of like a lot of elements in other movies that are kind of like this one. So people are going to see similarities...but it is also going to throw them for a loop and be a lot different than the movies that you can compare it to

It's not original, it's just combined enough to be kind of completely original.

In fact, forget it, just sit down and watch it yourself, it will entertain you and that was the point of making it. || ""Fuller"" (Armin Mueller-Stahl) needs to share the news of his ground-breaking discovery with his partner 'Hall"" (Craig Bierko) but is wary that he isn't safe. He decides that the best precaution might be to leave a letter for him and deposit it in their computer-generated alter-world. This place wouldn't have looked out of place in a Fritz Lang movie, and when his colleague is, indeed, slain, it falls to ""Hall"" - now the prime suspect for the crime - to piece together the clues left by his friend and try to identify the true culprit whilst rescuing the innovation from it's simulated home. What I quite enjoyed about this drams is the simplicity with which it juggles it's timelines. We don't have to struggle or concentrate trying to follow the changing environments coming at us from all angles of the screen overpowering what is essentially quite an intriguing crime thriller. Nobody on the screen really stands out, but the ensemble approach along with some quite potent comment on just how dependent we are becoming on technology in our lives is quite effective at keeping the story tight and interesting. The denouement is also a little left field, and all told this is a surprisingly decent attempt at an early multi-verse experience that works quite well."
15059.0,The Loss of Sexual Innocence,The story of the sexual development of a filmmaker through three stages of his life.,,Drama,106,1999-04-29,en,5.7,30,0.5398,"Julian Sands, Saffron Burrows, Justin Chadwick, Stefano Dionisi, Kelly Macdonald",Mike Figgis,"nonlinear timeline, tunisia, 1950s",
509.0,Notting Hill,London bookstore owner William Thacker's quiet life turns upside down when a chance encounter with famous actress Anna Scott sparks an unlikely romance challenged by their vastly different worlds.,Can the most famous film star in the world fall for the man on the street?,"Romance, Comedy",124,1999-05-21,en,7.265,6353,9.0512,"Julia Roberts, Hugh Grant, Gina McKee, Tim McInnerny, Rhys Ifans","Roger Michell, Richard Curtis","new love, london, england, bookshop, roommates, press conference, paparazzi, interview, romcom, birthday party, fame, falling in love, group of friends, tabloid, valentine's day, movie star, social differences, movie set, dinner party, dating woes, wealth differences, awkward situation, movie theater, unexpected romance, best friends, unlikely romance, bookstore owner, famous actress, charming romances and delightful chemistry, bookshop owner","**Notting Hill is a charming and pleasant movie with great laughs and a sweet and satisfying story.**

Any film enthusiast or rom-com fan knows that Notting Hill is a classic. This heartwarming tale of a chance romance blossoming between a stunning movie star and an average everyday guy is a sweet, captivating, and hilarious story of what happens when two people from entirely different worlds fall in love. The shock and excitement of Hugh Grant's zany friends throughout the film that he is dating a famous actress makes it feel a little more grounded and real while also highly entertaining. Each character stands out throughout the movie with big personalities and charming humor. Notting Hill is a cozy film that calms and delights with a rewarding conclusion and wonderful endearing characters."
12117.0,Instinct,"In a prison for the criminally insane, deranged anthropologist Ethan Powell is set to be examined by a bright young psychiatrist, Theo Caulder. Driven by ambition and a hunger for the truth, Caulder will eventually risk everything—even put his very life on the line—in a harrowing attempt to understand the bizarre actions of this madman.",Nothing is more savage than civilization.,"Drama, Thriller",124,1999-06-04,en,6.495,628,1.8514,"Anthony Hopkins, Cuba Gooding Jr., Donald Sutherland, Maura Tierney, George Dzundza",Jon Turteltaub,"prison, research, gorilla, instinct, murder, mute, jungle, psychologist, anthropologist, prison break, 인스팅트, 스릴러, 살인","How free are you really? Are you a liberator or a controller?  

What is the main purpose of a movie? To entertain and amuse in one way or another, right? In other words, captivate your attention for the span of the movie's runtime. Great movies do this PLUS something else: They inspire you and make you think; maybe even enlighten. That's the power of the art of film. ""Instinct"" (1999) does this, which explains my high rating.

THE PLOT: Anthropologist Ethan Powell (Anthony Hopkins) goes missing in Africa for a couple of years; when he is found living with gorillas in the wild he kills a couple of rangers and injures others. After a year in prison in Africa, where he refuses to speak, he is extradited to a Florida prison and put in the mental ward. A young psychiatrist, Theo Caulder (Cuba Gooding Jr.), is assigned his case to see if he can get him to speak and learn what really happened in Africa. Meanwhile Powell's daughter (Maura Tierney) anticipates reconciling with her father; IF Theo can get through to him.

There are some peripheral characters (Donald Sutherland), but that's the gist of the story. Some people criticize the film as a mix of ""Gorillas in the Mist"" and ""One Flew over the Cuckoo's Nest"" with a little “The Silence of the Lambs” thrown in for good measure, but this only valid on a surface level. ""Instinct"" stands on its own; in fact, it's quite unique, which is a sign of greatness. The movie stands or falls on Hopkins and Cuba Jr. making their characters and their story come alive and seem real to the viewer. They succeeded for my wife and me. Within 20-30 minutes we found ourselves absorbed into the story and the characters; the film really picks up steam around the midpoint.

Some people, like Roger Ebert, criticize that the film tackles too many topics or messages, but I never got this impression, nor did my wife. There are the main themes: the limitations of freedom in conventional modern society and the abuse of controllers (or ""takers""); and there are a few subthemes, like the flaws of our prisons and mental institutions, as well as getting into the mind of someone else to understand their point of view (including non-humans). All of these are linked. The film never confused us or gave the impression that it cut off more than it could chew. If you appreciate films like ""Grand Canyon"" (1991) and ""One Flew over the Cuckoo's Nest"" (1975) you'll probably value ""Instinct.""

Some criticize one aspect of the climax, but it happens. There are documented examples in the USA and all over the world. Also, keep in mind that Powell was imprisoned in the mental ward of the prison, not the maximum security area.

Is the story contrived to some degree? Of course it is; all movies are. Filmmakers have to tell a story and make their points within a limited timeframe, usually around two hours, and so there are always contrived elements, coincidences, etc. The trick is to pull it off without seeming too phony or forced, which is sometimes hard to do and it takes good actors. Thankfully, ""Instinct"" does a respectable job on this front, perhaps mainly because it has a few great actors, although some viewers may roll their eyes here or there. Regardless, it's in the area of ideas that ""Instinct"" towers above most movies.

BOTTOM LINE: ""Instinct"" is a psychological drama/thriller that entertains but also makes you reflect and ponder: How free are we REALLY in society? Are you a giver or a taker? A blesser or an abuser? A liberator or a controller? How can you be freer? How can you escape the manipulations and shackles of others, of society, of ""government""? How can you walk free of ""the game""? And so much more, like the ""doctor"" learning from the patient and the humility it takes to learn from someone who's ""under"" you.

The film runs 126 minutes and was shot in central Florida, Uganda and Jamaica.

GRADE: A"
11779.0,Buena Vista Social Club,"In this fascinating Oscar-nominated documentary, American guitarist Ry Cooder brings together a group of legendary Cuban folk musicians (some in their 90s) to record a Grammy-winning CD in their native city of Havana. The result is a spectacular compilation of concert footage from the group's gigs in Amsterdam and New York City's famed Carnegie Hall, with director Wim Wenders capturing not only the music -- but also the musicians' life stories.","In Havana, music isn't a pastime, it's a way of life.","Documentary, Music",105,1999-06-04,en,7.5,345,1.0191,"Compay Segundo, Eliades Ochoa, Ry Cooder, Joachim Cooder, Ibrahim Ferrer",Wim Wenders,"cuba, havana, cuba",
